
85 0.49846815406788625 0.9127022922039032
162 0.4438986149043349 0.9126200079917908
157 0.1496326458124302 0.9136483669281006
283 0.2825043621122819 0.9133801460266113
232 0.18255948437113131 0.9131700396537781
128 0.6797116938176581 0.9162823259830475
104 0.33913637565140353 0.9128043055534363
239 0.3262417516645215 0.9134597182273865
97 0.5359237589102359 0.9148158729076385
125 0.513361006094638 0.9124432802200317
60 0.8732829951254809 0.9126489460468292
141 0.7290322454318959 0.9125721454620361
59 0.28643953057917654 0.9126434922218323
140 0.6191010865867433 0.9126217067241669
